player_id,team_id,league_id,position,role,fielding_ratings_infield_range,fielding_ratings_infield_arm,fielding_ratings_turn_doubleplay,fielding_ratings_outfield_range,fielding_ratings_outfield_arm,fielding_ratings_catcher_arm,fielding_ratings_catcher_ability,fielding_ratings_infield_error,fielding_ratings_outfield_error,fielding_experience0,fielding_experience1,fielding_experience2,fielding_experience3,fielding_experience4,fielding_experience5,fielding_experience6,fielding_experience7,fielding_experience8,fielding_experience9,fielding_rating_pos1,fielding_rating_pos2,fielding_rating_pos3,fielding_rating_pos4,fielding_rating_pos5,fielding_rating_pos6,fielding_rating_pos7,fielding_rating_pos8,fielding_rating_pos9
410,19,100,2,0,13,3,12,13,1,108,56,6,2,0,0,200,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0
411,15,100,1,12,29,39,44,18,8,0,0,44,4,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
412,21,100,1,12,30,39,44,1,17,0,0,43,15,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
413,28,100,1,12,29,39,44,17,11,0,0,44,7,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
414,10,100,1,12,29,39,44,12,12,0,0,44,18,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
415,9,100,1,12,29,39,44,5,5,0,0,44,11,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
416,15,100,5,0,75,109,76,5,5,0,0,118,12,0,0,0,112,200,200,200,0,0,0,0,0,87,65,68,1,0,0,0
417,11,100,9,0,8,14,7,108,80,0,0,8,190,0,0,0,0,0,0,0,140,0,200,0,0,0,0,0,0,90,0,101
418,30,100,1,12,31,41,45,15,9,0,0,47,6,0,200,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0
419,12,100,4,0,110,68,136,85,118,0,0,116,148,0,0,0,0,200,0,200,0,0,200,0,0,0,113,0,75,0,0,88
420,26,100,3,0,39,81,65,71,110,0,0,64,119,0,0,0,200,0,200,0,200,0,200,0,0,72,0,11,0,81,0,66
421,27,100,2,0,8,15,4,3,5,105,79,5,2,0,0,200,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0
422,10,100,4,0,73,81,122,9,7,0,0,115,15,0,0,0,79,200,200,200,0,0,0,0,0,57,77,53,1,0,0,0
423,27,100,8,0,19,13,15,115,109,0,0,9,118,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,61,0
424,12,100,1,11,33,42,40,9,19,0,0,53,6,0,200,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0
425,25,100,1,12,29,39,44,16,15,0,0,44,9,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
426,1,100,3,0,55,57,49,16,18,0,0,68,9,0,0,0,200,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0
427,23,100,6,0,136,129,139,20,2,0,0,113,13,0,0,0,0,184,0,200,0,0,0,0,0,0,128,0,106,0,0,0
428,18,100,7,0,12,1,11,63,109,0,0,7,109,0,0,0,0,0,0,0,200,200,200,0,0,0,0,0,0,70,1,56
429,21,100,7,0,1,11,18,121,108,0,0,2,113,0,0,0,0,0,0,0,200,200,86,0,0,0,0,0,0,138,70,49
430,8,100,1,12,29,39,44,3,9,0,0,44,2,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
431,13,100,1,12,29,39,44,11,15,0,0,44,3,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
432,18,100,5,0,77,111,75,11,1,0,0,109,16,0,0,0,0,0,200,0,0,0,0,0,0,0,0,68,0,0,0,0
433,7,100,1,12,31,39,44,17,7,0,0,43,14,0,200,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0
434,2,100,1,12,29,39,44,9,10,0,0,44,5,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
435,13,100,1,12,30,39,44,15,8,0,0,43,14,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
436,28,100,1,13,29,39,44,8,19,0,0,44,1,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
437,8,100,1,12,29,39,44,19,10,0,0,44,3,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
438,22,100,3,0,81,75,59,18,1,0,0,85,18,0,0,0,200,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0
439,17,100,9,0,30,53,65,82,111,0,0,65,108,0,0,0,200,0,0,0,200,200,200,0,0,81,0,0,0,92,1,76
440,26,100,7,0,13,19,5,67,84,0,0,18,126,0,0,0,0,0,0,0,200,200,200,0,0,0,0,0,0,71,1,52
441,29,100,7,0,10,5,11,58,109,0,0,8,113,0,0,0,0,0,0,0,200,200,200,0,0,0,0,0,0,65,1,52
442,14,100,3,0,55,67,88,74,110,0,0,59,114,0,0,0,200,0,0,0,200,0,0,0,0,100,0,0,0,84,0,0
443,1,100,1,12,32,41,46,6,9,0,0,47,16,0,200,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0
444,14,100,1,12,40,42,44,115,109,0,0,44,118,0,200,0,0,0,0,0,75,200,87,96,0,0,0,0,0,50,61,48
445,9,100,1,12,30,38,43,15,8,0,0,42,4,0,200,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0
446,13,100,1,12,29,38,43,4,17,0,0,42,11,0,200,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0
447,9,100,1,11,29,39,42,18,17,0,0,48,6,0,200,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0
448,25,100,1,12,29,39,44,14,8,0,0,44,3,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
449,8,100,5,0,90,121,76,72,109,0,0,115,117,0,0,0,0,122,200,200,0,0,200,0,0,0,47,83,39,0,0,66
450,5,100,1,12,30,39,44,16,9,0,0,43,2,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
451,5,100,8,0,20,2,8,151,111,0,0,20,123,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,120,0
452,16,100,8,0,19,20,14,141,107,0,0,9,134,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,105,0
453,6,100,1,12,31,40,42,18,14,0,0,48,15,0,200,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0
454,10,100,1,12,29,39,44,4,7,0,0,44,19,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
455,5,100,1,12,29,38,44,9,2,0,0,43,10,0,200,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0
456,5,100,1,12,29,39,44,20,12,0,0,44,19,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
457,5,100,1,11,29,39,44,11,5,0,0,44,1,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
458,2,100,1,12,31,39,46,17,11,0,0,42,5,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
459,23,100,1,12,30,40,42,7,11,0,0,49,13,0,200,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0
460,22,100,4,0,74,81,120,10,8,0,0,114,16,0,0,0,0,200,200,0,0,0,0,0,0,0,77,53,0,0,0,0
461,11,100,1,12,29,39,44,3,9,0,0,44,12,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
462,6,100,1,12,30,39,44,11,11,0,0,43,7,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
463,7,100,8,0,18,11,20,164,188,0,0,20,157,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,156,0
464,8,100,1,11,34,40,41,1,15,0,0,47,11,0,200,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0
465,16,100,1,12,32,39,44,15,4,0,0,41,15,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
466,21,100,1,12,29,39,44,19,5,0,0,44,2,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
467,23,100,8,0,2,1,11,115,109,0,0,4,118,0,0,0,0,0,0,0,120,200,0,0,0,0,0,0,0,79,61,0
468,7,100,7,0,16,15,3,60,110,0,0,10,115,0,0,0,0,0,0,0,200,0,200,0,0,0,0,0,0,67,0,54
469,30,100,8,0,18,16,18,145,183,0,0,4,70,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,113,0
470,18,100,1,11,34,44,47,4,5,0,0,51,15,0,200,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0
471,10,100,1,12,29,39,42,1,7,0,0,47,3,0,200,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0
472,22,100,2,0,8,6,2,12,6,83,117,8,8,0,0,200,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0
473,2,100,1,11,33,38,40,13,6,0,0,42,19,0,200,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0
474,24,100,9,0,8,5,18,97,172,0,0,10,197,0,0,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,51,132
475,3,100,1,12,37,47,50,11,14,0,0,55,16,0,200,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0
476,24,100,1,12,30,39,44,19,11,0,0,44,3,0,200,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0
477,4,100,4,0,118,127,131,20,4,0,0,132,9,0,0,0,0,200,0,200,0,0,0,0,0,0,127,0,91,0,0,0
478,18,100,5,0,88,119,83,19,15,0,0,118,19,0,0,0,172,134,200,0,0,0,0,0,0,129,53,83,0,0,0,0
479,22,100,6,0,123,125,129,10,9,0,0,124,17,0,0,0,0,77,95,200,0,0,0,0,0,0,49,53,93,0,0,0
480,13,100,8,0,7,10,19,135,177,0,0,1,139,0,0,0,0,0,0,0,188,200,108,0,0,0,0,0,0,165,106,89
481,9,100,5,0,80,113,80,11,4,0,0,131,5,0,0,0,74,0,200,0,0,0,0,0,0,53,0,78,0,0,0,0
482,20,100,1,12,30,39,44,13,16,0,0,44,5,0,200,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0
483,30,100,4,0,73,81,123,19,19,0,0,116,5,0,0,0,0,200,200,200,0,0,0,0,0,0,78,53,1,0,0,0
484,18,100,1,13,30,39,44,8,18,0,0,44,9,0,200,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0
485,23,100,6,0,114,126,133,18,12,0,0,132,9,0,0,0,0,112,136,200,0,0,0,0,0,0,70,76,87,0,0,0
486,8,100,9,0,40,57,67,77,156,0,0,65,121,0,0,0,200,0,0,0,0,0,200,0,0,87,0,0,0,0,0,93
487,12,100,7,0,8,6,12,61,107,0,0,12,115,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,68,0,0
488,17,100,1,11,35,41,43,19,14,0,0,45,2,0,200,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0
489,7,100,1,12,31,40,46,1,3,0,0,44,5,0,200,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0
490,3,100,3,0,35,49,65,9,1,0,0,49,16,0,0,0,200,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0
491,4,100,1,12,31,39,42,7,1,0,0,46,13,0,200,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0
492,10,100,1,13,30,38,43,4,6,0,0,42,10,0,200,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0
493,22,100,7,0,48,60,66,60,110,0,0,66,116,0,0,0,200,0,0,0,200,0,200,0,0,86,0,0,0,68,0,55
494,25,100,3,0,31,55,67,71,109,0,0,67,118,0,0,0,200,0,0,0,0,0,200,0,0,79,0,0,0,0,0,66
495,16,100,6,0,150,147,160,9,15,0,0,132,5,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,134,0,0,0
496,1,100,7,0,11,11,7,88,110,0,0,10,119,0,0,0,0,0,0,0,175,0,200,0,0,0,0,0,0,88,0,83
497,23,100,1,12,30,39,45,3,10,0,0,44,3,0,200,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0
498,18,100,2,0,17,12,3,3,16,114,89,5,10,0,0,200,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0
499,7,100,9,0,4,15,17,108,165,0,0,14,144,0,0,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,61,132
500,24,100,1,12,30,38,43,4,3,0,0,42,5,0,200,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0
501,11,100,3,0,87,81,119,3,8,0,0,115,20,0,0,0,200,200,200,0,0,0,0,0,0,149,88,60,0,0,0,0
502,3,100,3,0,89,96,100,9,15,0,0,101,1,0,0,0,200,0,0,0,0,0,0,0,0,159,0,0,0,0,0,0
503,21,100,3,0,43,52,64,69,111,0,0,50,117,0,0,0,200,0,0,0,200,0,0,0,0,81,0,0,0,79,0,0
504,16,100,1,12,29,38,44,12,15,0,0,41,9,0,200,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0
505,21,100,1,12,29,39,44,3,20,0,0,44,15,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
506,29,100,1,12,29,39,44,10,9,0,0,45,9,0,200,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0
507,28,100,1,12,31,39,42,15,4,0,0,45,1,0,200,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0
508,3,100,1,12,29,40,44,5,11,0,0,47,1,0,200,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0
509,8,100,1,11,34,45,47,4,15,0,0,56,12,0,200,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0
510,3,100,7,0,2,20,11,86,45,0,0,2,152,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,89,0,0
511,3,100,2,0,5,2,11,19,14,96,130,14,12,0,0,200,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0
512,9,100,2,0,32,53,65,3,13,109,50,63,11,0,0,200,200,0,0,0,0,0,0,0,38,77,0,0,0,0,0,0
513,17,100,5,0,93,124,40,18,15,0,0,116,17,0,0,0,0,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0
514,18,100,6,0,122,123,126,18,8,0,0,121,9,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,90,0,0,0
515,14,100,7,0,35,52,65,69,144,0,0,58,109,0,0,0,200,0,0,0,200,0,200,0,0,77,0,0,0,85,0,78
516,30,100,2,0,18,9,15,18,13,129,75,17,1,0,0,200,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0
517,18,100,5,0,105,133,79,2,15,0,0,140,4,0,0,0,0,0,200,0,0,0,0,0,0,0,0,107,0,0,0,0
518,25,100,6,0,117,149,155,10,2,0,0,177,16,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,113,0,0,0
519,25,100,1,12,30,39,44,6,12,0,0,44,20,0,200,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0
520,30,100,7,0,30,53,65,74,110,0,0,65,114,0,0,0,200,0,0,0,200,0,0,0,0,56,0,0,0,84,0,0
521,13,100,2,0,18,6,15,15,8,117,112,14,13,0,0,200,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0
522,3,100,5,0,77,110,76,18,1,0,0,128,16,0,0,0,0,200,200,200,0,0,0,0,0,0,70,73,14,0,0,0
523,23,100,1,11,36,44,50,14,1,0,0,48,11,0,200,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0
524,11,100,1,12,31,39,46,3,12,0,0,42,16,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
525,3,100,1,11,31,40,42,19,20,0,0,47,18,0,200,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0
526,11,100,2,0,9,12,5,8,17,137,70,15,14,0,0,200,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0
527,25,100,1,11,31,36,43,9,6,0,0,36,17,0,200,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0
528,27,100,4,0,144,91,137,15,7,0,0,141,6,0,0,0,0,200,183,0,0,0,0,0,0,0,153,97,0,0,0,0
529,1,100,1,12,29,39,44,2,14,0,0,44,9,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
530,27,100,1,11,32,38,41,9,12,0,0,41,6,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
531,27,100,7,0,1,16,12,106,74,0,0,6,197,0,0,0,0,0,0,0,200,0,200,0,0,0,0,0,0,126,0,98
532,11,100,7,0,48,60,66,59,105,0,0,66,117,0,0,0,200,0,0,0,200,200,0,0,0,102,0,0,0,65,1,0
533,16,100,7,0,31,53,65,64,109,0,0,64,108,0,0,0,200,0,0,0,200,0,200,0,0,77,0,0,0,71,0,57
534,2,100,7,0,2,13,13,100,56,0,0,4,169,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,110,0,0
535,28,100,4,0,82,42,129,7,9,0,0,145,16,0,0,0,0,200,0,0,0,0,0,0,0,0,95,0,0,0,0,0
536,24,100,1,13,29,39,42,16,7,0,0,48,1,0,200,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0
537,14,100,1,12,29,40,44,7,13,0,0,47,20,0,200,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0
538,11,100,1,11,28,39,43,16,1,0,0,47,19,0,200,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0
539,30,100,9,0,16,9,8,125,138,0,0,5,121,0,0,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,81,134
540,19,100,1,12,30,38,43,5,20,0,0,43,14,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
541,1,100,1,13,30,38,43,19,9,0,0,43,6,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
542,26,100,7,0,18,17,10,64,104,0,0,19,110,0,0,0,0,0,0,0,200,0,200,0,0,0,0,0,0,70,0,55
543,28,100,7,0,8,20,8,77,159,0,0,1,131,0,0,0,0,0,0,0,200,200,200,0,0,0,0,0,0,101,1,96
544,30,100,1,12,29,39,44,11,9,0,0,44,9,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
545,15,100,1,12,30,39,44,2,13,0,0,43,17,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
546,25,100,8,0,16,17,17,156,165,0,0,2,197,0,0,0,0,0,0,0,192,200,0,0,0,0,0,0,0,198,146,0
547,25,100,2,0,12,9,8,9,3,109,54,13,14,0,0,200,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0
548,5,100,1,13,29,37,42,15,8,0,0,40,13,0,200,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0
549,24,100,6,0,117,124,134,14,18,0,0,122,10,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,88,0,0,0
550,25,100,1,12,29,38,44,15,8,0,0,43,10,0,200,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0
551,18,100,1,11,32,39,45,1,20,0,0,41,16,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
552,25,100,1,13,30,40,43,17,5,0,0,47,1,0,200,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0
553,24,100,7,0,18,5,14,96,89,0,0,3,156,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,111,0,0
554,8,100,3,0,38,67,73,7,2,0,0,91,20,0,0,0,200,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0
555,24,100,1,12,30,39,43,7,7,0,0,44,20,0,200,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0
556,13,100,1,12,29,39,44,7,3,0,0,44,4,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
557,25,100,1,12,30,39,44,15,19,0,0,43,7,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
558,9,100,8,0,9,10,6,138,103,0,0,10,190,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,107,0
559,5,100,4,0,87,47,115,70,125,0,0,105,87,0,0,0,0,200,0,0,200,0,200,0,0,0,81,0,0,78,0,67
560,8,100,7,0,8,5,6,58,144,0,0,5,113,0,0,0,0,0,0,0,200,0,200,0,0,0,0,0,0,73,0,67
561,21,100,5,0,91,81,99,19,5,0,0,147,3,0,0,0,114,200,200,0,0,0,0,0,0,85,95,69,0,0,0,0
562,2,100,1,12,30,39,44,16,17,0,0,44,15,0,200,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0
563,27,100,6,0,150,131,126,8,13,0,0,117,10,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,118,0,0,0
564,22,100,1,12,31,40,42,3,10,0,0,48,16,0,200,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0
565,3,100,3,0,28,81,65,20,18,0,0,65,3,0,0,0,200,0,200,0,0,0,0,0,0,83,0,1,0,0,0,0
566,27,100,1,12,30,40,44,3,13,0,0,48,6,0,200,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0
567,3,100,1,11,34,43,49,10,9,0,0,46,7,0,200,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0
568,3,100,1,12,31,40,44,18,9,0,0,47,4,0,200,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0
569,2,100,7,0,7,12,5,116,109,0,0,17,117,0,0,0,0,0,0,0,200,200,200,0,0,0,0,0,0,133,62,111
570,14,100,1,12,29,38,42,5,13,0,0,43,10,0,200,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
571,27,100,1,13,30,40,44,20,5,0,0,47,5,0,200,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0
572,3,100,1,12,31,39,46,2,2,0,0,42,4,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
573,28,100,1,12,30,38,43,2,13,0,0,42,2,0,200,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0
574,25,100,4,0,108,123,131,8,14,0,0,131,18,0,0,0,0,200,180,200,0,0,0,0,0,0,118,95,80,0,0,0
575,15,100,1,12,37,45,44,17,6,0,0,56,1,0,200,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0
576,30,100,1,12,31,37,42,5,10,0,0,40,16,0,200,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0
577,8,100,1,12,30,40,42,8,14,0,0,48,18,0,200,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0
578,27,100,9,0,8,15,7,91,190,0,0,7,128,0,0,0,0,0,0,0,200,200,200,0,0,0,0,0,0,125,35,124
579,12,100,1,12,30,40,44,4,12,0,0,46,13,0,200,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0
580,11,100,1,12,30,39,44,9,4,0,0,43,18,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
581,30,100,3,0,42,51,64,70,104,0,0,47,159,0,0,0,200,0,0,0,200,0,200,0,0,91,0,0,0,85,0,69
582,22,100,1,11,30,39,43,2,20,0,0,45,14,0,200,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0
583,10,100,1,12,29,38,43,6,2,0,0,42,9,0,200,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0
584,20,100,1,12,31,39,44,8,2,0,0,43,2,0,200,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0
585,28,100,2,0,6,20,7,5,2,105,74,8,20,0,0,200,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0
586,6,100,9,0,6,7,7,93,218,0,0,3,111,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,135
587,8,100,1,12,29,39,44,14,9,0,0,44,19,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
588,26,100,1,11,34,40,43,6,17,0,0,43,7,0,200,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0
589,15,100,1,11,31,40,42,17,16,0,0,48,11,0,200,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0
590,16,100,8,0,15,7,13,128,65,0,0,13,133,0,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,140,78,0
591,6,100,1,11,30,38,43,4,15,0,0,42,14,0,200,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0
592,12,100,2,0,3,12,1,14,6,118,81,7,4,0,0,200,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0
593,27,100,1,11,35,44,45,13,12,0,0,54,6,0,200,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
594,14,100,1,12,29,38,44,17,11,0,0,43,14,0,200,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0
595,3,100,9,0,78,111,75,88,111,0,0,111,119,0,0,0,84,0,200,0,0,0,200,0,0,66,0,69,0,0,0,84
596,1,100,1,12,30,39,44,20,12,0,0,43,3,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
597,20,100,1,13,29,39,44,1,16,0,0,44,5,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
598,17,100,2,0,9,6,7,12,13,102,117,15,14,0,0,200,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0
599,3,100,1,12,29,39,44,16,12,0,0,44,4,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
600,19,100,2,0,19,19,11,11,1,96,116,17,2,0,0,200,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0
601,21,100,9,0,72,35,121,88,110,0,0,115,119,0,0,0,0,200,0,0,175,0,200,0,0,0,73,0,0,88,0,83
602,10,100,5,0,79,113,74,4,17,0,0,122,10,0,0,0,0,0,200,0,0,0,0,0,0,0,0,74,0,0,0,0
603,16,100,1,12,31,40,42,18,8,0,0,48,5,0,200,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0
604,12,100,1,11,35,37,40,3,16,0,0,37,15,0,200,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0
605,15,100,8,0,14,2,12,142,93,0,0,3,129,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,104,0
606,25,100,2,0,19,13,8,6,15,111,122,14,8,0,0,200,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0
607,4,100,1,12,31,38,44,17,15,0,0,41,8,0,200,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0
608,16,100,7,0,91,81,122,88,139,0,0,116,94,0,0,0,0,200,200,0,200,0,0,0,0,0,93,63,0,104,0,0
609,13,100,2,0,38,52,64,9,13,103,79,56,2,0,0,200,200,0,0,0,0,0,0,0,64,74,0,0,0,0,0,0
610,15,100,2,0,9,14,15,12,5,130,109,17,17,0,0,200,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0
611,20,100,1,11,32,40,46,14,10,0,0,43,18,0,200,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0
612,24,100,1,12,29,38,43,17,3,0,0,44,14,0,200,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0
613,10,100,9,0,6,9,16,77,135,0,0,8,134,0,0,0,0,0,0,0,183,200,200,0,0,0,0,0,0,88,1,86
614,26,100,1,12,28,38,42,6,9,0,0,45,19,0,200,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0
615,26,100,1,11,29,39,44,20,19,0,0,44,16,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
616,16,100,4,0,140,87,122,19,6,0,0,88,14,0,0,0,0,200,0,0,0,0,0,0,0,0,126,0,0,0,0,0
