gameSimEvent|idGame|pitchLocation|pitchName|pitchOutcome|playerHitter|playerPitcher|playerRunner|playerRunner1|playerRunner2|playerRunner3|teamDefense|teamOffense
pitch|1|{"ax":4.55510273089719,"ay":-36.21781262563762,"az":-3.452714692792643,"pfxX":-14.199409819778058,"pfxZ":0.33502878524498847,"plateX":-0.6697365887228118,"plateZ":1.897720083614602,"releaseSpeed":71.98300054210216,"releasePosX":1.304186201019746,"releasePosY":53.41105274640021,"releasePosZ":5.641604172811871,"szBot":1.875,"szTop":4.625,"vx0":-0.9282884435926331,"vy0":-105.62546816230444,"vz0":-2.7987629651114636}|slider|IN_PLAY|331|242|||||2|1
single|1||||331|242|||||2|1
atBatEnd|1||||||||||2|1
atBatStart|1|||||||||||
pitch|1|{"ax":-1.02094228013528,"ay":-7.973949676689564,"az":28.684850940677592,"pfxX":0.9173024627358064,"pfxZ":-14.70617273389883,"plateX":-0.16976187127538123,"plateZ":1.8957322079750172,"releaseSpeed":70.43478541411825,"releasePosX":-0.9719534065275967,"releasePosY":51.19958139968848,"releasePosZ":5.282634676995106,"szBot":1.444,"szTop":3.332,"vx0":5.911969956143494,"vy0":-103.3536686196664,"vz0":0.05860028770696779}|splitter|STRIKE|361|242|||||2|1
pitch|1|{"ax":14.049905938830541,"ay":-16.041686413665754,"az":7.311847471607994,"pfxX":6.965228291846863,"pfxZ":-7.905056443919566,"plateX":-0.7020305396631634,"plateZ":2.684450199776486,"releaseSpeed":79.64119011984336,"releasePosX":1.622713465247365,"releasePosY":52.650230788369406,"releasePosZ":5.152882845868704,"szBot":1.444,"szTop":3.332,"vx0":0.5993794244989807,"vy0":-116.86284161621425,"vz0":-0.6762195110216425}|sinker|STRIKE|361|242|||||2|1
pitch|1|{"ax":13.122811607128064,"ay":-21.620426048512694,"az":-10.114175959302461,"pfxX":-1.8063674475471672,"pfxZ":-11.78495929603637,"plateX":-0.975064663612628,"plateZ":1.6146552322564944,"releaseSpeed":65.86603064838071,"releasePosX":-1.1129963528020388,"releasePosY":51.68886180003767,"releasePosZ":5.49733355139072,"szBot":1.444,"szTop":3.332,"vx0":-3.379093705514167,"vy0":-96.64962936851663,"vz0":2.4958033965333053}|curveball|IN_PLAY|361|242|||||2|1
single|1||||361|242||331|||2|1
atBatEnd|1||||||||||2|1
atBatStart|1|||||||||||
pitch|1|{"ax":8.842586751569822,"ay":-10.044406944366212,"az":5.126232073026021,"pfxX":-9.058358573340763,"pfxZ":-2.7115117463260505,"plateX":-0.604732807835246,"plateZ":3.516693808745516,"releaseSpeed":82.22676002502095,"releasePosX":-0.5490244127229912,"releasePosY":50.4164089293905,"releasePosZ":5.475997206204821,"szBot":1.875,"szTop":4.625,"vx0":-5.460916981691941,"vy0":-120.65682116199623,"vz0":-4.931648658514824}|sinker|STRIKE|331|242|||||2|1
pitch|1|{"ax":-1.0828278610970514,"ay":-34.15198760533546,"az":-1.2607775729242263,"pfxX":-8.91218664570623,"pfxZ":-3.9623968433423142,"plateX":-0.10602566420917298,"plateZ":2.389317720514641,"releaseSpeed":71.90634625792126,"releasePosX":1.6152783840361657,"releasePosY":53.84321622216675,"releasePosZ":5.807536264927086,"szBot":1.875,"szTop":4.625,"vx0":0.1892581903878181,"vy0":-105.51298820742234,"vz0":1.062305198224644}|slider|STRIKE|331|242|||||2|1
pitch|1|{"ax":10.213331788788423,"ay":-18.46215060959153,"az":13.691778867338037,"pfxX":-12.839246672807622,"pfxZ":0.6911396376368781,"plateX":-0.4794397742065201,"plateZ":3.2335470752127358,"releaseSpeed":68.50594332394104,"releasePosX":-1.561001624519596,"releasePosY":52.78616533730859,"releasePosZ":5.717238497556885,"szBot":1.875,"szTop":4.625,"vx0":7.130554341121979,"vy0":-100.52334969364492,"vz0":8.7536523149436}|slider|STRIKE|331|242|||||2|1
strikeout|1||||331|242|||||2|1
atBatEnd|1||||||||||2|1
atBatStart|1|||||||||||
pitch|1|{"ax":18.113301566138105,"ay":-2.967983991210005,"az":33.024394514766534,"pfxX":-10.253664339774259,"pfxZ":-4.990916386885455,"plateX":-0.19836681523139738,"plateZ":1.4897229217491352,"releaseSpeed":68.20037112198901,"releasePosX":-0.8084669586444921,"releasePosY":52.70770747528888,"releasePosZ":5.0507106967190865,"szBot":1.444,"szTop":3.332,"vx0":-8.77108087044064,"vy0":-100.07496317675206,"vz0":-4.910735465140667}|slider|IN_PLAY|361|242|||||2|1
out|1||||361|242||361|331||2|1
out|1||||361|242||361|331||2|1
atBatEnd|1||||||||||2|1
halfInningEnd|1|||||||||||
halfInningStart|1|||||||||||
atBatStart|1|||||||||||
pitch|1|{"ax":6.48551673262758,"ay":-24.112346221816434,"az":-9.977907328014716,"pfxX":-9.108026209048877,"pfxZ":-11.823439725052218,"plateX":-0.7687300766070045,"plateZ":2.3363282850334293,"releaseSpeed":65.22409889030993,"releasePosX":-1.6007075185906867,"releasePosY":51.8876158208096,"releasePosZ":5.388225463765434,"szBot":1.814,"szTop":4.442,"vx0":6.257069936180095,"vy0":-95.7076799920827,"vz0":2.728427120650733}|curveball|STRIKE|242|331|||||1|2
pitch|1|{"ax":17.036097514698014,"ay":-30.426228631325163,"az":29.90419035655669,"pfxX":13.042421505916106,"pfxZ":-4.388539649897493,"plateX":1.0479952557774097,"plateZ":2.93451164014776,"releaseSpeed":68.91372190192743,"releasePosX":1.9919653187720867,"releasePosY":54.9939704932511,"releasePosZ":6.304321267550224,"szBot":1.814,"szTop":4.442,"vx0":1.2468283047336808,"vy0":-101.12171045774197,"vz0":0.11788955296602399}|screwball|IN_PLAY|242|331|||||1|2
out|1||||242|331|||||1|2
atBatEnd|1||||||||||1|2
atBatStart|1|||||||||||
pitch|1|{"ax":14.226531430607821,"ay":-8.551508758081479,"az":34.886758689895686,"pfxX":3.9210289512328647,"pfxZ":9.911752478449753,"plateX":-1.03190980216751,"plateZ":1.3583322151409185,"releaseSpeed":82.0513896644155,"releasePosX":1.0035329121055105,"releasePosY":54.44614364825463,"releasePosZ":6.451141453077783,"szBot":1.354,"szTop":3.0620000000000003,"vx0":2.6816103890912792,"vy0":-120.39948850982499,"vz0":-4.466161368009122}|fastball|IN_PLAY|302|331|||||1|2
single|1||||302|331|||||1|2
atBatEnd|1||||||||||1|2
atBatStart|1|||||||||||
pitch|1|{"ax":-1.0500123389665141,"ay":-15.064773678217492,"az":39.52831247936722,"pfxX":-0.34943138730317713,"pfxZ":-4.686961392900071,"plateX":-0.741566967907683,"plateZ":3.3694179794845276,"releaseSpeed":68.68112810932134,"releasePosX":1.0580201895203956,"releasePosY":52.933011173262365,"releasePosZ":5.055997662750041,"szBot":1.814,"szTop":4.442,"vx0":0.4465042743175829,"vy0":-100.78041003888413,"vz0":-4.9807395618812995}|changeup|STRIKE|242|331|||||1|2
pitch|1|{"ax":-9.653782328661649,"ay":-5.781122903559705,"az":14.4798113465013,"pfxX":6.763710946392678,"pfxZ":-4.670214571235344,"plateX":0.8650651022965905,"plateZ":2.5527061878601325,"releaseSpeed":80.14686088814817,"releasePosX":-0.9011115841800474,"releasePosY":54.52141408011005,"releasePosZ":5.804994896361542,"szBot":1.814,"szTop":4.442,"vx0":-3.5376543606696176,"vy0":-117.60484613444697,"vz0":5.113010444329873}|sinker|STRIKE|242|331|||||1|2
pitch|1|{"ax":4.125438561778616,"ay":-29.74468073322179,"az":48.545924708590576,"pfxX":-6.758316263618434,"pfxZ":-4.855163832190837,"plateX":-0.15852748015727258,"plateZ":2.390306239726145,"releaseSpeed":72.76248511909392,"releasePosX":-0.2504523608872666,"releasePosY":53.826873042159434,"releasePosZ":6.981237642762585,"szBot":1.814,"szTop":4.442,"vx0":-3.3269039312657096,"vy0":-106.76925798420685,"vz0":7.509688842965442}|slider|STRIKE|242|331|||||1|2
strikeout|1||||242|331|||||1|2
atBatEnd|1||||||||||1|2
atBatStart|1|||||||||||
pitch|1|{"ax":17.41348910693649,"ay":-9.895433532308942,"az":-12.283372578532253,"pfxX":6.234270920321309,"pfxZ":-4.443032533430852,"plateX":-0.5484131410002003,"plateZ":2.2559570598332384,"releaseSpeed":61.8780274485072,"releasePosX":-1.6000464693843908,"releasePosY":53.811518650785644,"releasePosZ":6.6901208885539125,"szBot":1.354,"szTop":3.0620000000000003,"vx0":-2.9258041368971632,"vy0":-90.79776570838716,"vz0":6.200227756534241}|screwball|STRIKE|302|331|||||1|2
pitch|1|{"ax":-19.560825377931593,"ay":-9.615368461296974,"az":17.418924986815206,"pfxX":1.4744171500470857,"pfxZ":9.066760652803744,"plateX":0.5009792378946192,"plateZ":2.247082681511325,"releaseSpeed":79.16037498946902,"releasePosX":1.0967214262882965,"releasePosY":52.61715277856091,"releasePosZ":5.324017153716996,"szBot":1.354,"szTop":3.0620000000000003,"vx0":1.9221849836796032,"vy0":-116.15730943691028,"vz0":6.510950487755673}|fastball|IN_PLAY|302|331|||||1|2
out|1||||302|331||302|||1|2
atBatEnd|1||||||||||1|2
halfInningEnd|1|||||||||||
halfInningStart|1|||||||||||
atBatStart|1|||||||||||
pitch|1|{"ax":-0.11957990234304461,"ay":-0.39073845199403223,"az":-5.18566489943024,"pfxX":7.551224830131851,"pfxZ":-3.7803508282805645,"plateX":-0.13299073324460567,"plateZ":4.179600564401552,"releaseSpeed":78.81682381667065,"releasePosX":1.805715400999197,"releasePosY":51.06051323233932,"releasePosZ":6.160658455358078,"szBot":1.875,"szTop":4.625,"vx0":-7.869950114959289,"vy0":-115.65319383751522,"vz0":2.56349821763369}|sinker|STRIKE|331|242|||||2|1
pitch|1|{"ax":-10.578147506855156,"ay":-1.3074643003743276,"az":-17.95098788489894,"pfxX":-5.830011026480307,"pfxZ":-7.786083975000548,"plateX":-0.9159422475103142,"plateZ":3.212449087944355,"releaseSpeed":66.94691287859578,"releasePosX":-0.08835946627619039,"releasePosY":52.384645104979256,"releasePosZ":5.525477521469532,"szBot":1.875,"szTop":4.625,"vx0":-3.9517001830328757,"vy0":-98.23568011292824,"vz0":-1.8950684512130116}|curveball|IN_PLAY|331|242|||||2|1
out|1||||331|242|||||2|1
atBatEnd|1||||||||||2|1
atBatStart|1|||||||||||
pitch|1|{"ax":18.976493554670185,"ay":-29.216100990580756,"az":-7.614721644435136,"pfxX":6.3772895953669675,"pfxZ":-12.437215551854084,"plateX":0.4522223517904355,"plateZ":2.7441449504892055,"releaseSpeed":60.201120686414164,"releasePosX":0.8421595225738439,"releasePosY":52.24704056952846,"releasePosZ":6.33415256878149,"szBot":1.444,"szTop":3.332,"vx0":8.465043968819042,"vy0":-88.33712832905185,"vz0":8.129974280590796}|curveball|IN_PLAY|361|242|||||2|1
out|1||||361|242|||||2|1
atBatEnd|1||||||||||2|1
atBatStart|1|||||||||||
pitch|1|{"ax":7.925867863985253,"ay":-35.035665326848346,"az":-5.715118271650942,"pfxX":-12.004694333004323,"pfxZ":4.001204546830428,"plateX":-1.063172658596536,"plateZ":3.3305635361049895,"releaseSpeed":69.99536256337913,"releasePosX":-1.0287142597186036,"releasePosY":54.06102908594994,"releasePosZ":6.975361070724593,"szBot":1.875,"szTop":4.625,"vx0":-2.0724622375549995,"vy0":-102.70887409900193,"vz0":0.5400109068274368}|slider|STRIKE|331|242|||||2|1
pitch|1|{"ax":-16.994393135629906,"ay":-6.4922463801595285,"az":-6.163996328941611,"pfxX":-9.28080902499426,"pfxZ":-2.2676955510596954,"plateX":1.1999015535309105,"plateZ":4.34650699156058,"releaseSpeed":72.08945198078008,"releasePosX":1.3938650669303265,"releasePosY":54.15135036937541,"releasePosZ":5.717092017950661,"szBot":1.875,"szTop":4.625,"vx0":-4.540041922445992,"vy0":-105.78167147367282,"vz0":5.13391480512551}|slider|BALL|331|242|||||2|1
pitch|1|{"ax":-9.92240714788565,"ay":-14.782725238362744,"az":48.79204308520727,"pfxX":0.5734226934063145,"pfxZ":-13.774031687078464,"plateX":0.2035750997258507,"plateZ":4.114897706632891,"releaseSpeed":65.01365546528268,"releasePosX":0.22953483340370578,"releasePosY":51.43213850039847,"releasePosZ":6.988395343596524,"szBot":1.875,"szTop":4.625,"vx0":6.03043728923954,"vy0":-95.39888228814172,"vz0":4.754690301330786}|curveball|STRIKE|331|242|||||2|1
pitch|1|{"ax":9.006687057500887,"ay":-37.30794168357286,"az":0.27030280406246376,"pfxX":14.920001519438578,"pfxZ":-14.424545270896122,"plateX":0.3215434215051027,"plateZ":4.107555533334624,"releaseSpeed":58.00567271133906,"releasePosX":1.0324888017377434,"releasePosY":53.96269496761783,"releasePosZ":5.685716065958496,"szBot":1.875,"szTop":4.625,"vx0":-6.809812313432788,"vy0":-85.11560076772633,"vz0":3.490083862363786}|curveball|IN_PLAY|331|242|||||2|1
out|1||||331|242|||||2|1
atBatEnd|1||||||||||2|1
halfInningEnd|1|||||||||||
halfInningStart|1|||||||||||
atBatStart|1|||||||||||
pitch|1|{"ax":1.4232916864988638,"ay":-16.498184041836428,"az":43.320789959185745,"pfxX":4.997278812339827,"pfxZ":8.966926852227077,"plateX":-0.28490927690717255,"plateZ":2.766577496030052,"releaseSpeed":82.46777440994846,"releasePosX":0.3420857300325684,"releasePosY":53.571894842124735,"releasePosZ":5.3504927374359745,"szBot":1.814,"szTop":4.442,"vx0":4.953187602560744,"vy0":-121.0104776788141,"vz0":-1.509198552573003}|fastball|IN_PLAY|242|331|||||1|2
single|1||||242|331|||||1|2
atBatEnd|1||||||||||1|2
atBatStart|1|||||||||||
pitch|1|{"ax":-16.899867455430353,"ay":-8.122804519452671,"az":44.909831943377895,"pfxX":-6.552228727472507,"pfxZ":1.0643089669138792,"plateX":1.1710593954129094,"plateZ":2.4210382556621215,"releaseSpeed":75.41086714665894,"releasePosX":0.5940305844838215,"releasePosY":52.99705385714245,"releasePosZ":5.546131380962239,"szBot":1.354,"szTop":3.0620000000000003,"vx0":3.4400413583455602,"vy0":-110.65540595563759,"vz0":2.1127175860503336}|slider|BALL|302|331|||||1|2
pitch|1|{"ax":14.521768192898875,"ay":-1.8420394996425742,"az":23.028908973847805,"pfxX":-8.238029716530788,"pfxZ":-5.836226963497413,"plateX":-0.10320006566226264,"plateZ":1.8227363892027235,"releaseSpeed":58.85104289557669,"releasePosX":-1.7715828144317811,"releasePosY":54.45033660347853,"releasePosZ":5.832288423911461,"szBot":1.354,"szTop":3.0620000000000003,"vx0":6.587101381816243,"vy0":-86.35606894504727,"vz0":-3.205860333878147}|curveball|STRIKE|302|331|||||1|2
pitch|1|{"ax":-3.025685996261185,"ay":-13.979892646553303,"az":7.3915796830867535,"pfxX":1.0017796614590875,"pfxZ":-4.567880543807069,"plateX":0.7631079089189716,"plateZ":2.295755568795035,"releaseSpeed":80.82161923629523,"releasePosX":0.17589914332810555,"releasePosY":50.9117795730813,"releasePosZ":6.320654104279254,"szBot":1.354,"szTop":3.0620000000000003,"vx0":-1.161439756362956,"vy0":-118.5949641606853,"vz0":6.501424161971681}|sinker|IN_PLAY|302|331|||||1|2
out|1||||302|331||242|||1|2
atBatEnd|1||||||||||1|2
atBatStart|1|||||||||||
pitch|1|{"ax":18.164958316468883,"ay":-20.492542162223756,"az":-11.433938471230455,"pfxX":2.923609731728341,"pfxZ":-8.468527621450352,"plateX":-0.8700700202091654,"plateZ":2.696897486317206,"releaseSpeed":77.58773848878648,"releasePosX":1.9152361636652808,"releasePosY":50.49440017497999,"releasePosZ":5.621139187757974,"szBot":1.814,"szTop":4.442,"vx0":-9.801873355671011,"vy0":-113.84967478174522,"vz0":7.248853812636698}|sinker|STRIKE|242|331|||||1|2
pitch|1|{"ax":-18.62973935379651,"ay":-37.929896275873105,"az":17.229677051903863,"pfxX":-9.613093851398844,"pfxZ":-8.630345825794677,"plateX":1.3312993871871277,"plateZ":4.153784653889993,"releaseSpeed":75.82244347084361,"releasePosX":-0.12121497922905783,"releasePosY":51.99117676988147,"releasePosZ":5.946077733842396,"szBot":1.814,"szTop":4.442,"vx0":3.6150739665600256,"vy0":-111.25933940657923,"vz0":-2.0684472613033766}|sinker|BALL|242|331|||||1|2
pitch|1|{"ax":-2.954565608174523,"ay":-10.373048583672496,"az":-10.804193771462119,"pfxX":7.120076240985027,"pfxZ":-5.04905245128909,"plateX":0.977738343824995,"plateZ":2.7441551144913725,"releaseSpeed":59.1381739732263,"releasePosX":-0.6865218630645481,"releasePosY":53.184091766280964,"releasePosZ":6.729876576818377,"szBot":1.814,"szTop":4.442,"vx0":0.5596056235830069,"vy0":-86.77739556761489,"vz0":7.808206734912101}|screwball|BALL|242|331|||||1|2
pitch|1|{"ax":-9.303486017940399,"ay":-15.333827173274521,"az":26.940595676667392,"pfxX":10.664763198893853,"pfxZ":-8.71662557771087,"plateX":-0.47009140334232724,"plateZ":3.7862513646301355,"releaseSpeed":60.4422507866502,"releasePosX":1.5911112950737416,"releasePosY":50.363504591377506,"releasePosZ":5.908993492867042,"szBot":1.814,"szTop":4.442,"vx0":7.718226229057894,"vy0":-88.69095464267652,"vz0":-1.4598621213014984}|screwball|IN_PLAY|242|331|||||1|2
out|1||||242|331||242|||1|2
atBatEnd|1||||||||||1|2
atBatStart|1|||||||||||
pitch|1|{"ax":13.476504442312795,"ay":-22.577574314125233,"az":15.943289269636175,"pfxX":9.909365398128408,"pfxZ":-0.7552894967294037,"plateX":0.4359227267254742,"plateZ":2.72687395081008,"releaseSpeed":61.73001849909436,"releasePosX":-1.8663113966142406,"releasePosY":53.90696843867429,"releasePosZ":5.030866552505636,"szBot":1.354,"szTop":3.0620000000000003,"vx0":7.7254007123279465,"vy0":-90.58058228374237,"vz0":-1.5263401687936229}|screwball|STRIKE|302|331|||||1|2
pitch|1|{"ax":1.892002901220991,"ay":-10.109580947286144,"az":10.192083608242477,"pfxX":9.483148397544683,"pfxZ":-4.313130174299246,"plateX":0.11370754817241299,"plateZ":2.3640454093807306,"releaseSpeed":64.33332995911252,"releasePosX":1.9923572902501654,"releasePosY":53.88539431821094,"releasePosZ":5.357523964860462,"szBot":1.354,"szTop":3.0620000000000003,"vx0":-1.6976406504970996,"vy0":-94.40059519881778,"vz0":3.3230063009656394}|screwball|IN_PLAY|302|331|||||1|2
single|1||||302|331||242|||1|2
atBatEnd|1||||||||||1|2
atBatStart|1|||||||||||
pitch|1|{"ax":-17.375608131675378,"ay":-24.511980684711958,"az":-4.527932016788913,"pfxX":0.7898195071408232,"pfxZ":5.228933797606317,"plateX":-1.384659695452712,"plateZ":3.1220026950113255,"releaseSpeed":79.51771025574585,"releasePosX":0.9950789636934458,"releasePosY":51.3987554588067,"releasePosZ":5.660114311800637,"szBot":1.814,"szTop":4.442,"vx0":-1.1411506597465966,"vy0":-116.68165135801868,"vz0":7.097572439561244}|fastball|BALL|242|331|||||1|2
pitch|1|{"ax":16.56339176433204,"ay":-28.982425508261073,"az":-17.884776193125393,"pfxX":7.41692504780541,"pfxZ":-3.0211282122977607,"plateX":0.6646589276901719,"plateZ":2.7991200344280016,"releaseSpeed":72.9398674337436,"releasePosX":1.0168802572002895,"releasePosY":53.34724023126679,"releasePosZ":6.239189477451104,"szBot":1.814,"szTop":4.442,"vx0":-5.395003153398807,"vy0":-107.02954291102962,"vz0":0.38056860349026866}|sinker|IN_PLAY|242|331|||||1|2
run|1||||242|331|242||||1|2
double|1||||242|331||302|242||1|2
atBatEnd|1||||||||||1|2
atBatStart|1|||||||||||
pitch|1|{"ax":4.331880058311832,"ay":-8.148287616011668,"az":15.557111786270383,"pfxX":9.374926721983178,"pfxZ":-1.6336656553166247,"plateX":0.4581394040925294,"plateZ":2.6286236713994904,"releaseSpeed":61.34933978841088,"releasePosX":0.5503369072757838,"releasePosY":54.95852480142982,"releasePosZ":6.183600833463235,"szBot":1.354,"szTop":3.0620000000000003,"vx0":-6.093763890641739,"vy0":-90.02198696634035,"vz0":9.580363735025648}|screwball|STRIKE|302|331|||||1|2
pitch|1|{"ax":-5.988142844062171,"ay":-32.60726090801524,"az":7.028547744160456,"pfxX":-3.298824292805758,"pfxZ":-8.85062053017742,"plateX":1.4949555132247088,"plateZ":2.353853047908854,"releaseSpeed":59.26682793661469,"releasePosX":-0.4260371956101362,"releasePosY":50.89223819311825,"releasePosZ":6.902827167081244,"szBot":1.354,"szTop":3.0620000000000003,"vx0":-6.734241269685379,"vy0":-86.96617812754565,"vz0":3.6398621875020325}|curveball|IN_PLAY|302|331|||||1|2
out|1||||302|331||242|242|302|1|2
atBatEnd|1||||||||||1|2
halfInningEnd|1|||||||||||
halfInningStart|1|||||||||||
atBatStart|1|||||||||||
pitch|1|{"ax":14.664848759481053,"ay":-1.136749223789856,"az":44.24763653437671,"pfxX":-9.094553252295501,"pfxZ":-13.419390029578228,"plateX":-0.2647412884990988,"plateZ":3.020139082329431,"releaseSpeed":59.37037572076103,"releasePosX":1.3591644968119028,"releasePosY":51.43602869782756,"releasePosZ":6.093937640138825,"szBot":1.444,"szTop":3.332,"vx0":2.615420132435464,"vy0":-87.11812071253458,"vz0":-1.131777789782733}|curveball|STRIKE|361|242|||||2|1
pitch|1|{"ax":-19.24778225601189,"ay":-34.78140949009012,"az":-11.018590391320751,"pfxX":-8.084011253159984,"pfxZ":-9.58488754385387,"plateX":-0.7646154145376128,"plateZ":2.592706880061022,"releaseSpeed":75.6882861704762,"releasePosX":1.9059904356602262,"releasePosY":53.34730137295839,"releasePosZ":6.493563826967483,"szBot":1.444,"szTop":3.332,"vx0":-8.21700709949086,"vy0":-111.06248143244672,"vz0":1.561569310539623}|sinker|STRIKE|361|242|||||2|1
pitch|1|{"ax":17.49018640734029,"ay":-37.10471459712626,"az":41.69842282519154,"pfxX":2.9769341879915885,"pfxZ":-13.408110324039564,"plateX":-0.26172545381816426,"plateZ":2.924305905271922,"releaseSpeed":67.19332430679174,"releasePosX":0.24761750760831255,"releasePosY":53.37790337054355,"releasePosZ":6.584418158829435,"szBot":1.444,"szTop":3.332,"vx0":0.9075309492248671,"vy0":-98.5972560720815,"vz0":5.961885778761474}|splitter|IN_PLAY|361|242|||||2|1
out|1||||361|242|||||2|1
atBatEnd|1||||||||||2|1
atBatStart|1|||||||||||
pitch|1|{"ax":-9.70400472678817,"ay":-25.049957762502398,"az":37.402806313682234,"pfxX":8.527922151944793,"pfxZ":-0.2523303877757428,"plateX":-0.671105418894733,"plateZ":1.9352549592929913,"releaseSpeed":76.96330713126056,"releasePosX":1.2838652839951752,"releasePosY":51.40576212792432,"releasePosZ":5.023330746666189,"szBot":1.875,"szTop":4.625,"vx0":5.641027190802518,"vy0":-112.93340491278744,"vz0":-0.32619954542851737}|sinker|STRIKE|331|242|||||2|1
pitch|1|{"ax":-15.113669969694232,"ay":-5.543496699717096,"az":-15.948515492573467,"pfxX":13.992752578075741,"pfxZ":-12.37723349873654,"plateX":0.5519292571040089,"plateZ":4.389570633559882,"releaseSpeed":59.171586408615326,"releasePosX":1.5211282151578636,"releasePosY":54.17102386405566,"releasePosZ":6.570571824836554,"szBot":1.875,"szTop":4.625,"vx0":2.340273648623013,"vy0":-86.82642386740554,"vz0":5.470416336373987}|curveball|STRIKE|331|242|||||2|1
pitch|1|{"ax":-7.704924000507457,"ay":-30.600185786225936,"az":-7.993228778643161,"pfxX":8.263931359053132,"pfxZ":-8.5718604689997,"plateX":-1.46702337584355,"plateZ":2.8945837573799507,"releaseSpeed":61.484606178071445,"releasePosX":0.4127679475417223,"releasePosY":54.05373701883522,"releasePosZ":6.27146900625429,"szBot":1.875,"szTop":4.625,"vx0":4.733153922545455,"vy0":-90.22047238132615,"vz0":2.3793446250378434}|curveball|STRIKE|331|242|||||2|1
strikeout|1||||331|242|||||2|1
atBatEnd|1||||||||||2|1
atBatStart|1|||||||||||
pitch|1|{"ax":5.817744624789434,"ay":-15.885999374663541,"az":14.270326784395643,"pfxX":9.601620786988093,"pfxZ":-7.232442775596065,"plateX":-1.33245951844224,"plateZ":1.651567628707739,"releaseSpeed":73.43947134234239,"releasePosX":-1.9732277963850597,"releasePosY":51.87021377962633,"releasePosZ":6.711527928229303,"szBot":1.444,"szTop":3.332,"vx0":6.634086294683968,"vy0":-107.7626451204964,"vz0":2.928425043227282}|sinker|STRIKE|361|242|||||2|1
pitch|1|{"ax":18.790919421908413,"ay":-25.2373541194334,"az":49.693677553244285,"pfxX":9.495425775818397,"pfxZ":-8.171021150108052,"plateX":1.0694680769796194,"plateZ":2.2599046811473555,"releaseSpeed":72.93411427908418,"releasePosX":1.0262272545934465,"releasePosY":54.70427072270916,"releasePosZ":6.985436107967342,"szBot":1.444,"szTop":3.332,"vx0":9.591714348876987,"vy0":-107.02110092264716,"vz0":2.6778006914732426}|sinker|STRIKE|361|242|||||2|1
pitch|1|{"ax":8.027187847042718,"ay":-35.33258476816079,"az":20.351718619664275,"pfxX":-5.529030305993762,"pfxZ":4.529443547499435,"plateX":0.511375982789194,"plateZ":3.2240833490559555,"releaseSpeed":68.85371565958984,"releasePosX":-1.1131359808002765,"releasePosY":51.6190361001429,"releasePosZ":5.354451808943555,"szBot":1.444,"szTop":3.332,"vx0":5.200762349818117,"vy0":-101.03365928744016,"vz0":-0.05315898982355005}|slider|IN_PLAY|361|242|||||2|1
out|1||||361|242|||||2|1
atBatEnd|1||||||||||2|1
halfInningEnd|1|||||||||||
halfInningStart|1|||||||||||
atBatStart|1|||||||||||
pitch|1|{"ax":-5.284018363947439,"ay":-13.203434366551583,"az":-13.829055293537559,"pfxX":5.02298269026518,"pfxZ":-8.453686893834352,"plateX":-1.3633006980613953,"plateZ":3.4242713242615785,"releaseSpeed":62.96797943336384,"releasePosX":1.0773082053830065,"releasePosY":54.1199217953302,"releasePosZ":6.889541049909472,"szBot":1.814,"szTop":4.442,"vx0":6.894466451383508,"vy0":-92.39712511002226,"vz0":-3.6772494867423493}|screwball|STRIKE|242|331|||||1|2
pitch|1|{"ax":-14.356934808178753,"ay":-30.31627364963018,"az":23.223368666084234,"pfxX":-7.948048115182573,"pfxZ":-5.959851142176502,"plateX":0.6149726141016421,"plateZ":2.2318879196238224,"releaseSpeed":77.16869487423523,"releasePosX":-1.0086728705769679,"releasePosY":52.2952131907862,"releasePosZ":6.794098606803583,"szBot":1.814,"szTop":4.442,"vx0":3.6846503571065554,"vy0":-113.23478407652222,"vz0":-2.3936482549645937}|sinker|STRIKE|242|331|||||1|2
pitch|1|{"ax":-12.017865621115899,"ay":-19.341494723784013,"az":15.433686118212819,"pfxX":4.010689104922008,"pfxZ":14.55034894457629,"plateX":0.32215436063079883,"plateZ":2.6755075147395053,"releaseSpeed":79.09876539007193,"releasePosX":1.3485785794046343,"releasePosY":53.642401426558855,"releasePosZ":6.933008076937744,"szBot":1.814,"szTop":4.442,"vx0":7.151330595843824,"vy0":-116.06690555362394,"vz0":9.89922035094758}|fastball|STRIKE|242|331|||||1|2
strikeout|1||||242|331|||||1|2
atBatEnd|1||||||||||1|2
atBatStart|1|||||||||||
pitch|1|{"ax":-3.0607021554542335,"ay":-13.16823193545521,"az":14.075698032851548,"pfxX":-2.3327179871641315,"pfxZ":5.14094198332063,"plateX":-0.9667597169095747,"plateZ":1.5000790251826013,"releaseSpeed":76.56507213168652,"releasePosX":0.7245364730751388,"releasePosY":50.42867334750371,"releasePosZ":5.689143807259177,"szBot":1.354,"szTop":3.0620000000000003,"vx0":-1.2278673082820717,"vy0":-112.34904807920392,"vz0":2.861874764601417}|fastball|STRIKE|302|331|||||1|2
